CustomerID,FirstName,MiddleName,LastName,AddressLine1,AddressLine2,City,StateProvinceName,CountryRegionName,PostalCode,PhoneNumber,BirthDate,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,CreditAcceptance
12717,Hannah,,Wood,"22, rue de la Cavalerie",,Metz,Moselle,France,57000,1 (11) 500 555-0140,6/7/1974,Partial College,Clerical,F,M,0,1,0,0,41697,average
12276,Alisha,,Shan,Buergermeister-ulrich-str 100,,Berlin,Hessen,Germany,12171,1 (11) 500 555-0190,7/13/1970,Bachelors ,Clerical,F,M,1,0,0,0,41789,average
11367,Calvin,J,Nara,5795 Morning Glory Dr.,,North Sydney,New South Wales,Australia,2055,1 (11) 500 555-0193,2/22/1979,Bachelors ,Clerical,M,M,1,0,0,0,41970,average
12271,Tyrone,C,Hernandez,4839 Belle Dr,,London,England,United Kingdom,SW8 1XD,1 (11) 500 555-0181,9/16/1959,Bachelors ,Clerical,M,M,1,0,0,0,41979,average
15246,Kaitlyn,R,Watson,6936 Andrews Drive,,San Diego,California,United States,92102,870-555-0119,4/7/1976,High School,Skilled Manual,F,M,1,2,0,0,42056,average
24293,Anna,,Rivera,8890 Viera Avenue,,Lincoln Acres,California,United States,91950,713-555-0187,10/19/1974,High School,Skilled Manual,F,M,1,2,0,0,42058,good
20816,Connor,J,Ross,6093 Olivera Road,,Port Macquarie,New South Wales,Australia,2444,1 (11) 500 555-0171,7/12/1980,Bachelors ,Clerical,M,M,1,0,0,0,42115,good
18633,Adam,M,Jenkins,7015 F Mt Hood Circle,,Watford,England,United Kingdom,WA3,1 (11) 500 555-0164,9/24/1971,High School,Manual,M,M,0,1,0,0,42154,good
17814,Michele,,Pal,444 Northstar Drive,,London,England,United Kingdom,W1N 9FA,1 (11) 500 555-0159,2/12/1963,Partial College,Clerical,F,M,0,0,2,2,33978,bad
15030,Jeffery,W,Zheng,2228 Alhambra Avenue,,Melbourne,Victoria,Australia,3000,1 (11) 500 555-0121,7/12/1980,Bachelors ,Clerical,M,M,1,0,0,0,42209,good
26544,Riley,E,Ramirez,8258 N. Broadway,,Edmonds,Washington,United States,98020,926-555-0155,3/24/1978,Partial College,Skilled Manual,F,M,1,1,0,0,42267,good
18750,Alexandra,L,Perry,8168 Eaker Way,,La Jolla,California,United States,92806,439-555-0168,5/4/1976,High School,Skilled Manual,F,M,1,2,0,0,42295,good
22977,Ian,R,Patterson,466 Garcia Ranch Road,,San Carlos,California,United States,94070,228-555-0183,4/21/1978,High School,Skilled Manual,M,M,0,2,0,0,42358,good
28331,Colleen,J,Beck,1251 Alan Drive,,Burbank,California,United States,91502,428-555-0196,8/5/1976,High School,Skilled Manual,F,M,0,2,0,0,42425,good
14098,Allison,D,Lopez,9941 Clyde Street,,Issaquah,Washington,United States,98027,972-555-0156,4/24/1979,High School,Skilled Manual,F,M,1,2,0,0,42578,good
17378,Zachary,,Foster,8241 San Jose Drive,,Lebanon,Oregon,United States,97355,273-555-0159,6/9/1978,Partial College,Skilled Manual,M,M,1,1,0,0,42593,good
19638,Kimberly,P,Peterson,6026 Lacanda Ct,,W. Linn,Oregon,United States,97068,557-555-0183,10/26/1980,High School,Skilled Manual,F,M,0,2,0,0,42808,good
11137,Jasmine,A,Taylor,2457 Matterhorn Court,,Spokane,Washington,United States,99202,557-555-0146,7/20/1978,High School,Skilled Manual,F,M,1,2,0,0,42811,good
15252,Jada,,Murphy,8299 Fernwood Drive,,Portland,Oregon,United States,97205,136-555-0129,2/14/1980,High School,Skilled Manual,F,M,1,2,0,0,42832,good
28337,Melissa,,Bennett,6481 Hastings Drive,,Oregon City,Oregon,United States,97045,262-555-0128,11/15/1980,High School,Skilled Manual,F,M,1,2,0,0,43269,good
19640,Richard,T,Walker,6088 Gonzalez Court,,Port Hammond,British Columbia,Canada,V6B 3P7,859-555-0114,9/17/1980,High School,Skilled Manual,M,M,1,2,0,0,43354,good
29328,Jason,,Alexander,2794 N. Civic Drive,,Glendale,California,United States,91203,551-555-0182,10/13/1979,High School,Skilled Manual,M,M,1,2,0,0,43444,good
26979,Christy,G,Jai,8246 Via Del Sol,,Oxford,England,United Kingdom,OX14 4SE,1 (11) 500 555-0162,6/24/1974,Bachelors ,Skilled Manual,F,M,0,0,1,1,36190,bad
16717,Masaki,,Umeda,3505 Graham St.,,Langford,British Columbia,Canada,V9,154-555-0148,4/11/1975,High School,Skilled Manual,F,M,1,1,0,0,43452,good
21250,Fernando,E,Coleman,5284 Dumbarton Dr.,,Lebanon,Oregon,United States,97355,222-555-0115,10/24/1977,High School,Skilled Manual,M,M,1,2,0,0,43454,good
27507,Valerie,R,Li,6749 East 23rd Street,,Colma,California,United States,94014,417-555-0198,6/27/1975,High School,Skilled Manual,F,M,1,2,0,0,43635,good
11143,Jonathan,M,Henderson,165 East Lane Road,,Lakewood,California,United States,90712,149-555-0113,2/4/1977,High School,Skilled Manual,M,M,1,2,0,0,43666,good
11143,Jonathan,M,Henderson,165 East Lane Road,,Lakewood,California,United States,90712,149-555-0113,2/4/1977,High School,Skilled Manual,M,M,1,2,0,0,43666,good
28094,Melanie,,Peterson,1113 Ready Road,,Lake Oswego,Oregon,United States,97034,254-555-0148,11/26/1978,Partial College,Skilled Manual,F,M,1,1,0,0,43666,good
15818,Stanley,,Perez,2279 Pineview Lane,,Bellingham,Washington,United States,98225,737-555-0171,7/19/1976,High School,Skilled Manual,M,M,1,2,0,0,43737,good
15430,Alfredo,,Jiménez,8241 San Jose Drive,,Burien,Washington,United States,98168,466-555-0112,6/9/1978,Partial College,Skilled Manual,M,M,1,1,0,0,43887,good
14997,Angel,,Cooper,Brunnenstr 6466,,Solingen,Nordrhein-Westfalen,Germany,42651,1 (11) 500 555-0195,6/5/1975,Partial College,Clerical,M,M,0,1,0,0,43916,good
21245,Samantha,E,Rodriguez,8882 San Remo Ct.,,Los Angeles,California,United States,90012,178-555-0164,6/24/1978,High School,Skilled Manual,F,M,0,2,0,0,43921,good
16726,Miguel,,Wood,9666 Pinehurst Court,,El Cajon,California,United States,92020,391-555-0141,5/26/1979,High School,Skilled Manual,M,M,1,2,0,0,44109,good
16921,Edwin,,Jai,3962 Clyde Street,,Calgary,Alberta,Canada,T2P 2G8,198-555-0136,11/14/1978,High School,Skilled Manual,M,M,1,2,0,0,44363,good
21247,Alex,E,Sanders,2338 Mozden Lane,,Sedro Woolley,Washington,United States,98284,772-555-0161,12/11/1978,High School,Skilled Manual,M,M,1,2,0,0,44429,good
17372,Sarah,,Long,3487 Hill Dr.,,Langley,British Columbia,Canada,V3A 4R2,318-555-0180,2/26/1978,High School,Skilled Manual,F,M,0,2,0,0,44502,good
16405,Adriana,A,Sai,2467 Clearland Circle,,Berks,England,United Kingdom,SL4 1RH,1 (11) 500 555-0150,4/8/1967,Bachelors ,Clerical,F,M,1,0,0,0,44544,good
12027,Haley,E,Wood,9695 Notre Dame Avenue,,Renton,Washington,United States,98055,920-555-0199,10/26/1978,High School,Skilled Manual,F,M,1,2,0,0,44690,good
29109,Elizabeth,,Miller,157 Tara St.,,San Francisco,California,United States,94109,194-555-0113,7/17/1974,High School,Skilled Manual,F,M,1,2,0,0,44831,good
12210,Alan,A,He,1374 Wightman Lane,,London,England,United Kingdom,SE1 8HL,1 (11) 500 555-0116,9/25/1978,Graduate Degree,Manual,M,M,0,0,0,0,44900,good
28449,Jarred,K,Gill,"4811, rue des Ecoles",,Morangis,Essonne,France,91420,1 (11) 500 555-0110,1/10/1970,Graduate Degree,Manual,M,M,1,0,0,0,45014,good
22637,Ana,R,Alexander,8494 Military Way,,Runcorn,England,United Kingdom,TY31,1 (11) 500 555-0181,12/16/1968,Bachelors ,Clerical,F,M,1,0,0,0,45158,good
20312,Ryan,A,Lewis,6391 Arcadia Place,,N. Vancouver,British Columbia,Canada,V7L 4J4,591-555-0115,5/22/1978,Partial High School,Clerical,M,M,0,2,0,0,45193,good
13145,Gilbert,,Xu,1010 Maple,,Baltimore,Maryland,United States,21201,798-555-0118,1/22/1976,High School,Skilled Manual,M,M,1,2,0,0,45270,good
23554,Joan,,Cook,9407 H Street,,Sooke,British Columbia,Canada,V0,767-555-0139,2/15/1976,High School,Skilled Manual,F,M,0,2,0,0,45273,good
27506,Carla,,Srini,4399 Shuey Ave,,Burlingame,California,United States,94010,124-555-0170,6/13/1975,High School,Skilled Manual,F,M,1,2,0,0,45283,good
12211,Victor,C,Romero,"3355, rue de Longchamp",,Roissy en Brie,Seine et Marne,France,77680,1 (11) 500 555-0198,2/27/1974,Graduate Degree,Manual,M,M,1,0,0,0,45327,good
18762,Arthur,,Wilson,3997 Ash Lane,,Newport Beach,California,United States,92625,175-555-0196,5/22/1978,High School,Skilled Manual,F,M,1,2,0,0,45440,good
24513,Alejandro,,Deng,4621 Candelero Dr.,,Colma,California,United States,94014,735-555-0140,5/25/1976,Partial College,Skilled Manual,M,M,1,1,0,0,45465,good
12017,David,E,Simmons,8442 Euclid Avenue,,Port Hammond,British Columbia,Canada,V6B 3P7,712-555-0167,10/27/1976,High School,Skilled Manual,M,M,1,2,0,0,45562,good
16721,Xavier,,Sanders,8589 Shannon Ln.,,Langley,British Columbia,Canada,V3A 4R2,489-555-0113,9/3/1980,High School,Skilled Manual,M,M,0,2,0,0,45617,good
11157,Hannah,E,Long,1832 Preston Ct.,,Tacoma,Washington,United States,98403,974-555-0177,6/11/1975,High School,Skilled Manual,F,M,1,2,0,0,45639,good
18449,Derrick,,Ramos,5175 Reisling Court,,Cliffside,British Columbia,Canada,V8Y 1L1,527-555-0160,9/13/1977,Partial High School,Clerical,M,M,0,2,0,0,45670,good
25253,Ryan,F,Miller,5502 Sun View Terr.,,Issaquah,Washington,United States,98027,341-555-0122,1/13/1976,High School,Skilled Manual,M,M,1,2,0,0,45782,good
15077,Dominique,S,Lopez,8921 Jill Ave.,,York,England,United Kingdom,YO15,1 (11) 500 555-0153,5/16/1969,Bachelors ,Clerical,F,M,1,0,0,0,45956,good
12041,Seth,,Martin,1019 Pennsylvania Blvd,,Marysville,Washington,United States,98270,499-555-0118,6/7/1975,High School,Skilled Manual,M,M,1,2,0,0,46008,good
14702,Curtis,T,Zimmerman,6180 E. 6th Street,,Bury,England,United Kingdom,PE17,1 (11) 500 555-0145,12/7/1972,High School,Manual,M,M,0,1,0,0,46053,good
11127,Jan,,Edwards,9409 The Alameda,,San Gabriel,California,United States,91776,111-555-0118,10/21/1975,High School,Skilled Manual,F,M,1,1,0,0,46078,good
20855,Abigail,,Ross,"99, route de Marseille",,Saint Germain en Laye,Yveline,France,78100,1 (11) 500 555-0196,3/6/1970,Bachelors ,Clerical,F,M,1,0,0,0,46115,good
29327,Allen,,Chandra,1475 Doyle,,Bremerton,Washington,United States,98312,467-555-0129,8/12/1980,High School,Skilled Manual,M,M,0,2,0,0,46263,good
24198,Chelsea,O,Madan,"115, quai Paul Doumer",,Saint-Denis,Seine Saint Denis,France,93400,1 (11) 500 555-0186,8/28/1970,Bachelors ,Clerical,F,M,1,0,0,0,46313,good
14341,Sean,,Sanders,9306 Cleveland Road,,Langley,British Columbia,Canada,V3A 4R2,514-555-0114,10/23/1979,Partial High School,Clerical,M,M,0,2,0,0,46325,good
15440,Jon,H,Pal,8837 Almond Avenue,,Berkshire,England,United Kingdom,RG11 5TP,1 (11) 500 555-0153,3/23/1974,Graduate Degree,Manual,M,M,1,0,0,0,46339,good
18773,Cassidy,A,Price,3284 Pheasant Court,,Lincoln Acres,California,United States,91950,273-555-0123,7/13/1976,Partial College,Skilled Manual,F,M,1,1,0,0,46570,good
13059,Keith,,Deng,4551 Thistle Circle,,Colma,California,United States,94014,439-555-0122,2/15/1975,High School,Skilled Manual,M,M,1,2,0,0,46737,good
13548,Bridget,M,Jai,Helsenbergbogen 2,,Frankfurt,Bayern,Germany,91480,1 (11) 500 555-0117,9/26/1970,Bachelors ,Clerical,F,M,1,0,0,0,46739,good
17823,Ramon,,Gao,"6, route de Marseille",,Suresnes,Hauts de Seine,France,92150,1 (11) 500 555-0118,6/13/1963,Partial College,Clerical,M,M,0,0,3,3,37522,bad
28112,Savannah,K,Evans,9069 Muir Road,,Downey,California,United States,90241,696-555-0193,7/22/1980,Partial College,Skilled Manual,F,M,1,2,0,0,46807,good
11016,Wyatt,L,Hill,9666 Northridge Ct.,,Imperial Beach,California,United States,91932,135-555-0171,4/28/1979,Partial College,Skilled Manual,M,M,1,1,0,0,46808,good
26855,Carla,,Fernandez,"59, rue Jean Mermoz",,Pantin,Seine Saint Denis,France,93500,1 (11) 500 555-0111,6/9/1966,Bachelors ,Professional,F,M,0,0,0,0,46825,good
14085,Nathan,W,Garcia,2813 A St.,,Issaquah,Washington,United States,98027,952-555-0168,3/2/1980,High School,Skilled Manual,M,M,0,2,0,0,46919,good
26175,Jose,,Hughes,5307 Wildberry Court,,Lake Oswego,Oregon,United States,97034,163-555-0158,8/17/1980,High School,Skilled Manual,M,M,1,2,0,0,46946,good
17373,Ryan,M,Gonzales,3708 Lenox Ct,,Metchosin,British Columbia,Canada,V9,477-555-0168,6/28/1978,High School,Skilled Manual,M,M,0,2,0,0,46949,good
20910,Carolyn,M,Malhotra,"1, place Beaubernard",,Paris,Seine (Paris),France,75009,1 (11) 500 555-0178,2/21/1966,Bachelors ,Professional,F,M,1,0,0,0,47152,good
22040,Devin,,Brown,3435 San Simeon,,Woodland Hills,California,United States,91364,101-555-0122,10/16/1974,Partial College,Skilled Manual,M,M,0,1,0,0,47288,good
27118,Tina,,Kapoor,"8787, avenue de l´ Union Centrale",,Lieusaint,Seine et Marne,France,77127,1 (11) 500 555-0147,7/6/1970,Bachelors ,Clerical,F,M,1,0,0,0,47411,good
20275,Angela,J,Kelly,463 Creekside Drive,,Lake Oswego,Oregon,United States,97034,176-555-0150,1/6/1980,High School,Skilled Manual,F,M,0,2,0,0,47415,good
21727,Arianna,,Flores,4082 Shell Ct,,Shawnee,British Columbia,Canada,V9B 2C3,580-555-0124,6/24/1973,Graduate Degree,Skilled Manual,F,M,1,0,0,0,47505,good
16714,Dalton,,Nicholls,8433 Kenmore,,National City,California,United States,91950,157-555-0189,8/10/1976,High School,Skilled Manual,M,M,1,2,0,0,47522,good
17112,Janet,P,Jimenez,8459 Live Oak Avenue,,Gateshead,England,United Kingdom,GA10,1 (11) 500 555-0119,7/21/1970,Partial College,Clerical,F,M,0,0,2,2,39951,bad
25278,Brianna,B,Butler,7861 Yosemite Dr.,,Downey,California,United States,90241,597-555-0147,12/21/1976,Partial College,Skilled Manual,F,M,1,1,0,0,47558,good
18775,Andrea,,Bell,3392 El Dorado,,Oregon City,Oregon,United States,97045,757-555-0172,5/18/1975,High School,Skilled Manual,F,M,1,2,0,0,47663,good
14090,Jennifer,,Lewis,2119 Virginia Hills,,Daly City,California,United States,94015,387-555-0170,10/16/1977,Partial High School,Clerical,F,M,0,2,0,0,47667,good
11485,Donald,,Chandra,1644 Alicante Court,,Esher-Molesey,England,United Kingdom,EM15,1 (11) 500 555-0191,8/7/1972,Partial College,Clerical,M,M,0,0,2,2,46450,bad
23005,Luke,,Sharma,9073 String Drive,,Portland,Oregon,United States,97205,777-555-0198,11/21/1979,High School,Skilled Manual,M,M,0,2,0,0,47711,good
19433,Bridget,A,Raje,9549 Sandra Circle,,Peterborough,England,United Kingdom,PB12,1 (11) 500 555-0115,12/2/1969,Bachelors ,Clerical,F,M,1,0,0,0,47838,good
16454,Marco,,Suri,8510 G St.,,West Sussex,England,United Kingdom,RH15 9UD,1 (11) 500 555-0165,6/5/1977,Partial College,Clerical,M,M,0,1,0,0,47951,good
12284,Cristina,J,Beck,3249 Riverside Drive,,Bracknell,England,United Kingdom,RG12 8TB,1 (11) 500 555-0156,10/2/1969,Bachelors ,Clerical,F,M,0,0,0,0,47996,good
16524,Damien,,Huang,5484 Viking Dr,,Hawthorne,Queensland,Australia,4171,1 (11) 500 555-0114,7/24/1979,Bachelors ,Clerical,M,M,1,0,0,0,48089,good
24519,Carlos,M,King,7661 S. Rosal Ave.,,Redwood City,California,United States,94063,956-555-0112,6/13/1974,Partial College,Skilled Manual,M,M,1,1,0,0,48094,good
18363,Lucas,N,Ward,8369 Dutch Slough Rd.,,Cliffside,British Columbia,Canada,V8Y 1L1,585-555-0117,1/6/1978,High School,Skilled Manual,M,M,1,2,0,0,48132,good
14335,Allison,L,Cox,5896 Northpoint Ct,,Walla Walla,Washington,United States,99362,774-555-0160,9/13/1978,High School,Skilled Manual,F,M,1,2,0,0,48158,good
28093,Brad,,Kumar,3487 Hill Dr.,,Bellingham,Washington,United States,98225,526-555-0171,2/26/1978,Partial College,Skilled Manual,M,M,0,1,0,0,48324,good
27170,Douglas,S,Sara,"811bis, rue des Peupliers",,Suresnes,Hauts de Seine,France,92150,1 (11) 500 555-0148,10/14/1972,High School,Manual,M,M,0,1,0,0,48363,good
22034,Seth,H,Clark,8979 Adams Dr.,,Grossmont,California,United States,91941,131-555-0145,4/3/1976,Partial College,Skilled Manual,M,M,1,1,0,0,48365,good
26779,Alexandra,J,Henderson,5899 Mt. Wilson Place,,Novato,California,United States,94947,944-555-0172,6/12/1980,High School,Skilled Manual,F,M,0,2,0,0,48367,good
23303,Connor,C,Lal,6513 Beauer Lane,,Portland,Oregon,United States,97205,816-555-0151,1/11/1979,High School,Skilled Manual,M,M,1,2,0,0,48381,good
24118,Donna,,Chande,"34, rue Lauriston",,Paris La Defense,Hauts de Seine,France,92081,1 (11) 500 555-0167,3/16/1977,Partial College,Clerical,F,M,0,1,0,0,48425,good
16020,Thomas,O,Diaz,9965 V. Street,,Langford,British Columbia,Canada,V9,425-555-0117,8/26/1978,High School,Skilled Manual,M,M,1,2,0,0,48445,good
19387,Ruth,,Rana,Charlottenstr 123,,Kiel,Saarland,Germany,24044,1 (11) 500 555-0118,3/25/1974,Partial College,Clerical,F,M,0,1,0,0,48505,good
24490,Dwayne,J,Suarez,1996 Sand Pointe Lane,,Bremerton,Washington,United States,98312,451-555-0199,4/6/1980,High School,Skilled Manual,M,M,1,2,0,0,48534,good
16262,Kathryn,M,Xie,"14, rue de Cambrai",,Paris,Seine (Paris),France,75002,1 (11) 500 555-0135,11/19/1967,Bachelors ,Clerical,F,M,1,0,0,0,48558,good
22449,Heather,G,He,"11, rue Henri Gagnon",,Roissy en Brie,Seine et Marne,France,77680,1 (11) 500 555-0137,4/16/1969,Graduate Degree,Clerical,F,M,1,0,0,0,48628,good
18764,Natalie,K,Scott,8245 Highland Dr.,,Redwood City,California,United States,94063,882-555-0172,12/24/1977,High School,Skilled Manual,F,M,1,2,0,0,48685,good
29330,Alexa,W,Ward,2228 Vista Avenue,,W. Linn,Oregon,United States,97068,118-555-0167,7/12/1980,High School,Skilled Manual,F,M,1,2,0,0,48693,good
18790,Julia,,Martin,8315 Near Ct.,,Renton,Washington,United States,98055,302-555-0133,9/26/1979,High School,Skilled Manual,F,M,1,2,0,0,48714,good
21237,Luke,,Washington,4628 Mountain View Place,,Newport Beach,California,United States,92625,220-555-0193,2/10/1980,High School,Skilled Manual,M,M,1,2,0,0,48732,good
11138,Lauren,,Davis,8105 Pembrook Court,,Glendale,California,United States,91203,832-555-0121,9/15/1978,High School,Skilled Manual,F,M,0,2,0,0,48772,good
18364,Eduardo,L,Gray,3557 Harvard Court,,Edmonds,Washington,United States,98020,999-555-0149,4/6/1978,Partial College,Skilled Manual,M,M,0,1,0,0,48881,good
13914,Abigail,,Bell,7985 Center Street,,Chula Vista,California,United States,91910,599-555-0155,10/23/1964,Bachelors ,Professional,F,M,0,1,0,0,48892,good
13058,Ramon,,Huang,623 Chestnut Ave,,Chula Vista,California,United States,91910,144-555-0194,8/16/1975,High School,Skilled Manual,M,M,1,2,0,0,48893,good
22967,Rachel,,Smith,327 Bon Homme Way,,Olympia,Washington,United States,98501,552-555-0157,11/23/1976,High School,Skilled Manual,F,M,0,2,0,0,49062,good
25956,Charles,J,Ramirez,9323 Cowell Road,,Corvallis,Oregon,United States,97330,509-555-0118,12/20/1974,High School,Skilled Manual,M,M,1,2,0,0,49071,good
18315,Melody,A,Dominguez,9770 Mountain View Drive,,Carol Stream,Illinois,United States,60188,733-555-0110,4/3/1980,High School,Skilled Manual,F,M,1,2,0,0,49236,good
13782,Kelli,L,Lu,Curieweg 99,,Essen,Hamburg,Germany,45001,1 (11) 500 555-0129,7/21/1967,Bachelors ,Clerical,F,M,1,0,0,0,49296,good
17360,Kyle,,Lal,7753 Lunar Lane,,Port Hammond,British Columbia,Canada,V6B 3P7,209-555-0144,1/4/1975,High School,Skilled Manual,M,M,1,2,0,0,49386,good
20274,Brent,,Wang,548 Stony Hill Circle,,Ballard,Washington,United States,98107,130-555-0173,4/21/1976,High School,Skilled Manual,M,M,1,2,0,0,49395,good
13017,Xavier,A,Alexander,9072 U St.,,Concord,California,United States,94519,806-555-0199,2/16/1979,Partial College,Skilled Manual,M,M,1,1,0,0,49416,good
17335,Miguel,,Gonzales,5855 W. Cypress Road,,Bellflower,California,United States,90706,574-555-0134,5/26/1976,High School,Skilled Manual,M,M,1,2,0,0,49635,good
16750,Seth,,Sanders,7348 Indianhead Way,,Torrance,California,United States,90505,461-555-0176,5/11/1974,Partial College,Skilled Manual,M,M,1,1,0,0,49656,good
22059,Jonathan,,Johnson,2559 Altura Drive,,Langley,British Columbia,Canada,V3A 4R2,310-555-0158,2/9/1978,High School,Skilled Manual,M,M,1,2,0,0,49658,good
28342,Brianna,K,Murphy,3451 Meier Road,,Haney,British Columbia,Canada,V2W 1W2,716-555-0164,1/15/1978,High School,Skilled Manual,F,M,1,2,0,0,49691,good
17359,María,,Flores,8629 Pepper Place,,Seattle,Washington,United States,98104,649-555-0177,3/8/1975,High School,Skilled Manual,F,M,1,2,0,0,49698,good
18328,Alvin,,Rai,9430 Thornhill Place,,Concord,California,United States,94519,379-555-0143,10/20/1977,High School,Skilled Manual,M,M,1,2,0,0,49701,good
16353,Alejandro,J,Xu,8782 Palisade Court,,Bremerton,Washington,United States,98312,993-555-0143,11/7/1975,Partial College,Skilled Manual,M,M,1,2,0,0,49743,good
28863,Allison,L,Bell,2151 Twincreek Ct,,Woodburn,Oregon,United States,97071,540-555-0145,12/26/1976,Partial College,Skilled Manual,F,M,1,1,0,0,49770,good
25261,Eduardo,A,Phillips,4623 St. George Dr,,Grossmont,California,United States,91941,201-555-0146,10/2/1978,High School,Skilled Manual,M,M,1,2,0,0,49782,good
26798,Jeremiah,,Garcia,1887 Mt. Diablo St,,Seattle,Washington,United States,98104,456-555-0130,1/11/1976,High School,Skilled Manual,M,M,1,2,0,0,49782,good
12808,Marc,,Schmidt,4429 Langford Court,,York,England,United Kingdom,Y024 1GF,1 (11) 500 555-0115,5/11/1968,Bachelors ,Clerical,M,M,1,0,0,0,49859,good
18915,Sydney,,Gonzalez,6474 Helen Ave.,,El Cajon,California,United States,92020,131-555-0112,1/5/1975,High School,Skilled Manual,F,M,1,2,0,0,49920,good
25743,Alvin,K,Liu,4775 Imperial Dr.,,Les Ulis,Essonne,France,91940,1 (11) 500 555-0111,10/12/1970,Bachelors ,Clerical,M,M,0,0,0,0,49949,good
13163,Noah,M,Lopez,2847 Center Ave,,Daly City,California,United States,94015,707-555-0189,3/9/1976,Partial College,Skilled Manual,M,M,1,1,0,0,49976,good
11023,Seth,M,Edwards,4499 Valley Crest,,Bellflower,California,United States,90706,452-555-0188,10/11/1978,Partial College,Skilled Manual,M,M,1,1,0,0,50046,good
11549,Crystal,J,Liang,5077 Bannock Ct.,,London,England,United Kingdom,W1Y 3RA,1 (11) 500 555-0120,9/6/1968,Bachelors ,Clerical,F,M,1,0,0,0,50134,good
14160,Brittney,,Hu,Galeriestr 619,,Erlangen,Bayern,Germany,91054,1 (11) 500 555-0155,7/5/1969,Graduate Degree,Clerical,F,M,1,0,0,0,50168,good
23558,Dakota,,Barnes,4148 Hitchcock,,Long Beach,California,United States,90802,312-555-0125,8/26/1979,High School,Skilled Manual,M,M,1,2,0,0,50186,good
22610,Brent,A,Chen,Kampstr 5998,,Berlin,Saarland,Germany,12171,1 (11) 500 555-0197,10/17/1970,Bachelors ,Clerical,M,M,1,0,0,0,50236,good
19440,Alicia,L,Sharma,5086 Fitzuren,,Milton Keynes,England,United Kingdom,MK8 8ZD,1 (11) 500 555-0116,6/25/1969,Graduate Degree,Clerical,F,M,1,0,0,0,50284,good
24290,Zoe,L,Bell,1551 Logan Ct,,Bellingham,Washington,United States,98225,108-555-0180,10/17/1974,High School,Skilled Manual,F,M,1,2,0,0,50562,good
28332,Ryan,,Washington,4816 Condor Dr,,Royal Oak,British Columbia,Canada,V8X,658-555-0142,6/6/1976,High School,Skilled Manual,M,M,1,2,0,0,50707,good
25259,Ethan,,Thomas,5751 San Vincente Drive,,Spokane,Washington,United States,99202,185-555-0143,9/22/1979,High School,Skilled Manual,M,M,0,2,0,0,50970,good
19453,Veronica,R,Rana,Hellweg 4493,,Berlin,Saarland,Germany,12171,1 (11) 500 555-0133,5/11/1967,Bachelors ,Clerical,F,M,1,0,0,0,50996,good
22980,Oscar,,Washington,7923 Prospect St.,,Bellflower,California,United States,90706,606-555-0154,2/23/1977,High School,Skilled Manual,M,M,1,2,0,0,51075,good
13069,Adam,M,Green,9808 Virginia Circle,,Bellingham,Washington,United States,98225,464-555-0196,8/19/1974,High School,Skilled Manual,M,M,1,2,0,0,51172,good
14939,Cory,L,Kapoor,Am Gallberg 24,,Grevenbroich,Bayern,Germany,41485,1 (11) 500 555-0114,4/18/1967,Bachelors ,Clerical,M,M,1,0,0,0,51202,good
22503,Sandra,S,Zhao,4698 G Street,,Newcastle upon Tyne,England,United Kingdom,NT20,1 (11) 500 555-0162,7/6/1966,Bachelors ,Professional,F,M,1,0,0,0,51208,good
14095,Paige,,Griffin,5749 Esperanza,,National City,California,United States,91950,885-555-0148,9/10/1976,High School,Skilled Manual,F,M,1,2,0,0,51283,good
15073,Tasha,,Chander,Parise Straße 7551,Verkaufsabteilung,Berlin,Saarland,Germany,12311,1 (11) 500 555-0141,5/7/1970,Bachelors ,Clerical,F,M,1,0,0,0,51289,good
28095,Natalie,L,Bryant,561 Park Glenn,,Sedro Woolley,Washington,United States,98284,870-555-0114,2/11/1978,Partial College,Skilled Manual,F,M,1,1,0,0,51416,good
24288,Pedro,,Gomez,6474 Helen Ave.,,Concord,California,United States,94519,199-555-0114,1/5/1975,High School,Skilled Manual,M,M,1,2,0,0,51437,good
29124,Angel,J,Edwards,3654 Alaska Dr.,,Haney,British Columbia,Canada,V2W 1W2,980-555-0148,1/14/1974,High School,Professional,M,M,1,2,0,0,51455,good
19237,Kristy,M,Gomez,9200 Pecan Street,,Bremerton,Washington,United States,98312,635-555-0158,4/17/1973,Graduate Degree,Skilled Manual,F,M,1,0,0,0,51460,good
20059,Madison,,Washington,"826, rue de Berri",,Bobigny,Seine Saint Denis,France,93000,1 (11) 500 555-0184,1/6/1971,High School,Manual,F,M,0,1,0,0,51466,good
26181,Lucas,B,Ross,5026 North 104th St.,,Everett,Washington,United States,98201,575-555-0128,2/16/1978,High School,Skilled Manual,M,M,1,2,0,0,51632,good
17813,Jay,K,Nicholls,2080 Mountain View Dr.,,Woolston,England,United Kingdom,WA1 4SY,1 (11) 500 555-0187,7/3/1963,Partial College,Clerical,M,M,0,0,2,2,47010,bad
13166,Kyle,,Chen,8354 Sugar Valley Blv.,,National City,California,United States,91950,751-555-0117,3/13/1976,Partial College,Skilled Manual,M,M,0,1,0,0,51634,good
20410,Richard,,Jackson,9322 Sunshine,,Spokane,Washington,United States,99202,790-555-0131,6/12/1977,Partial College,Skilled Manual,M,M,1,2,0,0,51671,good
