CustomerID,Title,FirstName,LastName,AddressLine1,City,StateProvinceName,CountryRegionName,PostalCode,PhoneNumber,BirthDate,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome
13836,,"""Dominic""","""Sara""","""Altendorfer Straße 70""","""Hof""","""Bayern""","""Germany""","""95010""","""1 (11) 500 555-0113""",4/7/1976,"""Partial College""","""Clerical""","""M""","""S""",0,1,0,0,51903
13837,,"""Alyssa""","""Lee""","""Buergermeister-ulrich-str 123""","""Hof""","""Bayern""","""Germany""","""95010""","""1 (11) 500 555-0113""",8/13/1976,"""Partial College""","""Clerical""","""F""","""S""",1,1,0,0,63545
13838,,"""Jill""","""Rubio""","""1153 Loma Linda""","""Oxford""","""England""","""United Kingdom""","""OX14 4SE""","""1 (11) 500 555-0160""",6/27/1976,"""Partial College""","""Clerical""","""F""","""S""",0,1,0,0,50324
13839,,"""Manuel""","""Madan""","""59bis, boulevard du Montparnasse""","""Roissy en Brie""","""Seine et Marne""","""France""","""77680""","""1 (11) 500 555-0125""",3/8/1974,"""Partial High School""","""Manual""","""M""","""S""",0,2,0,0,26978
13840,,"""Tommy""","""Pal""","""70, allée des Princes""","""Boulogne-sur-Mer""","""Pas de Calais""","""France""","""62200""","""1 (11) 500 555-0145""",4/3/1974,"""Partial High School""","""Manual""","""M""","""M""",1,2,0,0,22164
13841,,"""Clayton""","""Kumar""","""7753 Liana Lane""","""York""","""England""","""United Kingdom""","""Y03 4TN""","""1 (11) 500 555-0116""",1/4/1974,"""Partial High School""","""Manual""","""M""","""S""",0,2,0,0,17348
13842,,"""Kenneth""","""Xie""","""Hochstr 8111""","""Braunschweig""","""Nordrhein-Westfalen""","""Germany""","""38001""","""1 (11) 500 555-0124""",7/16/1974,"""Partial High School""","""Manual""","""M""","""S""",0,2,0,0,12866
13843,,"""Warren""","""Xie""","""855, rue Basse-du-Rocher""","""Saint Germain en Laye""","""Yveline""","""France""","""78100""","""1 (11) 500 555-0181""",6/22/1975,"""Partial College""","""Clerical""","""M""","""S""",0,1,0,0,56934
13844,,"""Phillip""","""Mehta""","""Postfach 77 06 06""","""Paderborn""","""Hamburg""","""Germany""","""33041""","""1 (11) 500 555-0132""",8/10/1975,"""Partial College""","""Clerical""","""M""","""S""",0,1,0,0,59117
13845,,"""Shawn""","""Nara""","""5497 Brandywine Way""","""Kirkby""","""England""","""United Kingdom""","""KB9""","""1 (11) 500 555-0170""",10/26/1975,"""Bachelors ""","""Skilled Manual""","""M""","""M""",1,0,1,1,72078
13847,,"""Kurt""","""Tang""","""4500 Willow Dr.""","""Oxford""","""England""","""United Kingdom""","""OX14 4SE""","""1 (11) 500 555-0172""",7/25/1975,"""Bachelors ""","""Skilled Manual""","""M""","""M""",1,0,1,1,62981
13848,,"""Melissa""","""Blue""","""4708 Biscayne Court""","""W. Linn""","""Oregon""","""United States""","""97068""","""474-555-0160""",3/26/1972,"""Partial College""","""Clerical""","""F""","""S""",1,2,4,4,41352
13849,,"""Preston""","""Rodriguez""","""2288 Gingham Way""","""Beaverton""","""Oregon""","""United States""","""97005""","""845-555-0111""",3/3/1972,"""Partial College""","""Clerical""","""M""","""S""",1,2,4,4,33068
13850,,"""Anthony""","""Thompson""","""6837 Weber Bryan St.""","""Beverly Hills""","""California""","""United States""","""90210""","""884-555-0179""",8/16/1972,"""Graduate Degree""","""Skilled Manual""","""M""","""S""",0,0,0,0,73073
13851,,"""Seth""","""Moore""","""1059 Delta Fair Blvd.""","""Port Hammond""","""British Columbia""","""Canada""","""V6B 3P7""","""481-555-0125""",7/8/1972,"""Graduate Degree""","""Skilled Manual""","""M""","""S""",0,0,0,0,75165
13852,,"""Ian""","""Robinson""","""6463 Landover Ln""","""N. Vancouver""","""British Columbia""","""Canada""","""V7L 4J4""","""813-555-0130""",2/1/1973,"""Graduate Degree""","""Skilled Manual""","""M""","""S""",1,0,0,0,79971
13853,,"""Connor""","""Zhang""","""2923 Napa St""","""Newton""","""British Columbia""","""Canada""","""V2M1N7""","""861-555-0111""",10/18/1973,"""Graduate Degree""","""Skilled Manual""","""M""","""S""",0,0,0,0,66985
13854,,"""Kyle""","""Parker""","""8447 East Lake Court""","""Chula Vista""","""California""","""United States""","""91910""","""132-555-0146""",11/9/1973,"""Graduate Degree""","""Skilled Manual""","""M""","""M""",1,0,0,1,86012
13855,,"""Sarah""","""Washington""","""2887 Pinecrest Court""","""Colma""","""California""","""United States""","""94014""","""368-555-0136""",8/6/1973,"""Graduate Degree""","""Skilled Manual""","""F""","""S""",1,0,0,1,57048
13856,,"""Ian""","""Scott""","""9845 Oxford Place""","""Lincoln Acres""","""California""","""United States""","""91950""","""729-555-0153""",3/24/1971,"""High School""","""Skilled Manual""","""M""","""S""",1,3,4,4,60254
13857,,"""Victoria""","""Thompson""","""835 Heights Ave.""","""Woodburn""","""Oregon""","""United States""","""97071""","""150-555-0158""",6/5/1971,"""Graduate Degree""","""Skilled Manual""","""F""","""M""",1,0,1,1,102891
13858,,"""Melanie""","""Richardson""","""3200 Sandalwood Dr""","""San Diego""","""California""","""United States""","""92102""","""154-555-0137""",3/18/1971,"""Graduate Degree""","""Skilled Manual""","""F""","""M""",1,0,1,1,90234
13859,,"""Kristin""","""Deng""","""4490 Chablis Court""","""Burlingame""","""California""","""United States""","""94010""","""575-555-0134""",3/3/1971,"""Graduate Degree""","""Skilled Manual""","""F""","""M""",1,0,1,1,83371
13860,,"""Olivia""","""Watson""","""2515 Live Oak""","""Haney""","""British Columbia""","""Canada""","""V2W 1W2""","""454-555-0183""",11/9/1972,"""Graduate Degree""","""Skilled Manual""","""F""","""M""",1,0,1,1,64826
13861,,"""Hailey""","""Rogers""","""7106 Cynthia Drive""","""Renton""","""Washington""","""United States""","""98055""","""509-555-0143""",9/11/1972,"""Graduate Degree""","""Skilled Manual""","""F""","""M""",1,0,0,1,87508
13863,,"""Kevin""","""Long""","""3378 Coldwater Drive""","""Berkeley""","""California""","""United States""","""94704""","""637-555-0121""",1/19/1972,"""Graduate Degree""","""Skilled Manual""","""M""","""M""",1,0,0,1,101069
13864,,"""Robin""","""Torres""","""5022 Euclid Ave.""","""Berkeley""","""California""","""United States""","""94704""","""981-555-0119""",10/22/1972,"""Graduate Degree""","""Skilled Manual""","""F""","""M""",1,0,0,1,92237
13865,,"""Mariah""","""Foster""","""3794 Francine Court""","""Novato""","""California""","""United States""","""94947""","""381-555-0157""",6/23/1972,"""Graduate Degree""","""Professional""","""F""","""M""",1,0,0,2,74879
13866,,"""Mya""","""Butler""","""6049 Flora Ave""","""San Diego""","""California""","""United States""","""92102""","""957-555-0128""",8/16/1972,"""Graduate Degree""","""Professional""","""F""","""M""",1,0,0,2,88226
13867,,"""Luke""","""Griffin""","""9754 Hilltop Dr""","""Lynnwood""","""Washington""","""United States""","""98036""","""132-555-0110""",9/26/1970,"""Bachelors ""","""Skilled Manual""","""M""","""M""",1,0,1,1,53675
13868,,"""Shelby""","""Morris""","""312 Via Del Verdes""","""Salem""","""Oregon""","""United States""","""97301""","""638-555-0148""",7/13/1970,"""Graduate Degree""","""Professional""","""F""","""S""",1,0,0,1,90787
13869,,"""Anna""","""Morgan""","""9491 Fountain Road""","""Burlingame""","""California""","""United States""","""94010""","""903-555-0175""",2/9/1969,"""Bachelors ""","""Skilled Manual""","""F""","""M""",1,1,1,1,38293
13871,,"""Sarah""","""Gonzales""","""2286 Sunset Way""","""Palo Alto""","""California""","""United States""","""94303""","""258-555-0127""",10/2/1969,"""Bachelors ""","""Skilled Manual""","""F""","""S""",1,0,2,2,44560
13872,,"""Alyssa""","""Henderson""","""6034 Sunset Circle""","""Marysville""","""Washington""","""United States""","""98270""","""331-555-0117""",6/25/1969,"""Graduate Degree""","""Professional""","""F""","""M""",1,0,0,1,96550
13873,,"""Russell""","""Jai""","""2728 River Ash Court""","""Concord""","""California""","""United States""","""94519""","""797-555-0152""",8/11/1971,"""Graduate Degree""","""Professional""","""M""","""M""",1,0,0,3,103887
13874,,"""Alyssa""","""Bryant""","""8031 Danesta Dr.""","""Grossmont""","""California""","""United States""","""91941""","""159-555-0117""",11/26/1969,"""Graduate Degree""","""Professional""","""F""","""M""",1,0,0,1,91519
13875,,"""Samantha""","""Williams""","""1232 Nephi Court""","""El Cajon""","""California""","""United States""","""92020""","""785-555-0195""",11/20/1969,"""Graduate Degree""","""Professional""","""F""","""M""",1,0,0,1,95212
13876,,"""Sebastian""","""Murphy""","""7754 Camino Peral""","""Chula Vista""","""California""","""United States""","""91910""","""161-555-0143""",8/11/1969,"""Graduate Degree""","""Professional""","""M""","""M""",1,0,0,1,121925
13877,,"""Adam""","""Lal""","""5053 Sea Point Way""","""Lakewood""","""California""","""United States""","""90712""","""513-555-0110""",8/19/1968,"""Bachelors ""","""Skilled Manual""","""M""","""M""",1,0,2,2,90341
13878,,"""Sebastian""","""Gray""","""4493 N. Broadway""","""Oak Bay""","""British Columbia""","""Canada""","""V8P""","""822-555-0190""",7/4/1968,"""Bachelors ""","""Skilled Manual""","""M""","""M""",1,0,2,2,103912
13879,,"""Derrick""","""Hernandez""","""6228 La Cadena""","""Bellflower""","""California""","""United States""","""90706""","""844-555-0113""",9/8/1968,"""Bachelors ""","""Skilled Manual""","""M""","""S""",0,1,2,2,101633
13880,,"""Marshall""","""Kumar""","""6215 Louisiana Dr""","""Burien""","""Washington""","""United States""","""98168""","""431-555-0130""",3/15/1968,"""Bachelors ""","""Skilled Manual""","""M""","""S""",1,1,2,2,93243
13881,,"""Jasmine""","""Wood""","""5725 Glazier Drive""","""Yakima""","""Washington""","""United States""","""98901""","""306-555-0119""",5/7/1968,"""Bachelors ""","""Skilled Manual""","""F""","""S""",1,1,2,2,78533
13882,,"""Mariah""","""Russell""","""2292 Springlake Drive""","""Imperial Beach""","""California""","""United States""","""91932""","""403-555-0138""",10/16/1967,"""Bachelors ""","""Professional""","""F""","""S""",1,1,0,0,54625
13883,,"""Brandon""","""Lal""","""3577 Pembroke Court""","""Long Beach""","""California""","""United States""","""90802""","""445-555-0135""",4/17/1967,"""Bachelors ""","""Professional""","""M""","""S""",1,1,0,0,64959
13884,,"""Jada""","""Rogers""","""8175 Tri-state Ave.""","""Bellingham""","""Washington""","""United States""","""98225""","""918-555-0112""",6/1/1967,"""Bachelors ""","""Professional""","""F""","""S""",0,1,0,0,52515
13885,,"""Brian""","""Howard""","""5137 Heritage Oaks""","""Tacoma""","""Washington""","""United States""","""98403""","""603-555-0194""",5/8/1970,"""Graduate Degree""","""Professional""","""M""","""S""",1,0,0,3,105525
13886,,"""Rachel""","""Taylor""","""3277 Lakespring Pl.""","""Colma""","""California""","""United States""","""94014""","""919-555-0194""",9/26/1970,"""Graduate Degree""","""Professional""","""F""","""M""",1,0,0,4,101670
13887,,"""Nathan""","""Scott""","""4775 Imperial Dr.""","""Spring Valley""","""California""","""United States""","""91977""","""932-555-0110""",10/12/1970,"""Graduate Degree""","""Professional""","""M""","""M""",1,0,0,2,137162
13888,,"""Ian""","""Brown""","""4540 Wood Ranch Circle""","""Everett""","""Washington""","""United States""","""98201""","""846-555-0173""",11/6/1967,"""Bachelors ""","""Skilled Manual""","""M""","""S""",1,1,2,2,92999
13889,,"""Robert""","""Martin""","""9215 Hamilton Ave.""","""Lebanon""","""Oregon""","""United States""","""97355""","""428-555-0156""",8/10/1966,"""Graduate Degree""","""Professional""","""M""","""S""",1,0,0,0,103006
13890,,"""Jennifer""","""Carter""","""8437 Loveridge Circle""","""Beaverton""","""Oregon""","""United States""","""97005""","""229-555-0180""",9/16/1966,"""Graduate Degree""","""Professional""","""F""","""S""",1,0,0,0,97590
13891,,"""Aaron""","""Simmons""","""9293 Liszt Way""","""Lakewood""","""California""","""United States""","""90712""","""143-555-0139""",12/7/1966,"""Graduate Degree""","""Professional""","""M""","""M""",1,0,0,0,112733
13892,,"""Spencer""","""Diaz""","""6841 Monti Dr.""","""Milwaukie""","""Oregon""","""United States""","""97222""","""979-555-0174""",11/25/1966,"""Graduate Degree""","""Professional""","""M""","""S""",1,0,0,0,113491
13894,,"""Robyn""","""Ruiz""","""4612 Merriewood Drive""","""Bremerton""","""Washington""","""United States""","""98312""","""391-555-0185""",2/25/1969,"""Graduate Degree""","""Professional""","""F""","""M""",1,0,0,5,102200
13895,,"""Isabella""","""Brooks""","""9471 Shell Dr.""","""Bremerton""","""Washington""","""United States""","""98312""","""421-555-0139""",12/25/1969,"""Graduate Degree""","""Professional""","""F""","""S""",1,0,0,5,98621
13896,,"""Hailey""","""Mitchell""","""4082 Nightingale Drive""","""Burien""","""Washington""","""United States""","""98168""","""502-555-0123""",10/10/1969,"""Graduate Degree""","""Professional""","""F""","""S""",1,0,0,5,99977
13897,,"""Carol""","""Washington""","""89 River Ash Court""","""Burien""","""Washington""","""United States""","""98168""","""116-555-0141""",11/24/1969,"""Graduate Degree""","""Professional""","""M""","""M""",1,0,0,5,115098
13898,,"""Richard""","""Baker""","""108 Lakeside Court""","""Corvallis""","""Oregon""","""United States""","""97330""","""273-555-0115""",10/11/1969,"""Graduate Degree""","""Professional""","""M""","""S""",1,0,0,5,115677
13900,,"""Isaac""","""Campbell""","""614 Shepberry Court""","""Olympia""","""Washington""","""United States""","""98501""","""496-555-0172""",4/13/1969,"""Graduate Degree""","""Professional""","""M""","""M""",0,2,5,5,113792
13901,,"""Oscar""","""Foster""","""5938 Greenwood Circle""","""W. Linn""","""Oregon""","""United States""","""97068""","""296-555-0171""",10/21/1969,"""Graduate Degree""","""Professional""","""M""","""M""",0,2,5,5,120086
13902,,"""Jeremiah""","""Simmons""","""3725 Odin Dr.""","""Concord""","""California""","""United States""","""94519""","""113-555-0178""",3/18/1969,"""Graduate Degree""","""Professional""","""M""","""M""",1,3,5,5,112393
13903,,"""Elijah""","""Hernandez""","""7198 Alvecedo""","""El Cajon""","""California""","""United States""","""92020""","""160-555-0144""",11/27/1969,"""Graduate Degree""","""Professional""","""M""","""S""",1,0,0,2,139128
13904,,"""Natalie""","""Thompson""","""5500 Grammercy Lane""","""Imperial Beach""","""California""","""United States""","""91932""","""196-555-0112""",3/9/1969,"""Graduate Degree""","""Professional""","""F""","""M""",1,0,0,2,121685
13905,,"""Christian""","""Henderson""","""8192 Pine Creek Way""","""La Jolla""","""California""","""United States""","""92806""","""819-555-0144""",3/7/1969,"""Graduate Degree""","""Professional""","""M""","""M""",1,0,0,3,150910
13906,,"""Courtney""","""Evans""","""5086 Filling Ave.""","""Olympia""","""Washington""","""United States""","""98501""","""295-555-0110""",6/25/1965,"""Bachelors ""","""Professional""","""F""","""S""",0,1,0,0,63115
13907,,"""Misty""","""Xie""","""9286 Military East""","""Bremerton""","""Washington""","""United States""","""98312""","""146-555-0168""",2/22/1965,"""Bachelors ""","""Skilled Manual""","""F""","""S""",1,1,3,3,100022
13908,,"""Alyssa""","""Diaz""","""6922 Estudello""","""Cliffside""","""British Columbia""","""Canada""","""V8Y 1L1""","""506-555-0145""",7/20/1965,"""Bachelors ""","""Skilled Manual""","""F""","""S""",0,1,3,3,97202
13909,,"""Riley""","""Price""","""9778 Concord Royale""","""Haney""","""British Columbia""","""Canada""","""V2W 1W2""","""246-555-0191""",1/21/1965,"""Bachelors ""","""Skilled Manual""","""F""","""S""",1,1,3,3,92561
13910,,"""Isabelle""","""Butler""","""2462 Clearbrook Drive""","""Sedro Woolley""","""Washington""","""United States""","""98284""","""187-555-0132""",3/9/1965,"""Bachelors ""","""Skilled Manual""","""F""","""S""",1,2,3,3,99972
13911,,"""Andrea""","""Kelly""","""5976 Gumwood""","""Seattle""","""Washington""","""United States""","""98104""","""656-555-0167""",5/26/1965,"""Bachelors ""","""Skilled Manual""","""F""","""S""",1,2,3,3,111349
13912,,"""Caroline""","""Simmons""","""4698 Endriss""","""Coronado""","""California""","""United States""","""92118""","""355-555-0110""",3/20/1965,"""Bachelors ""","""Skilled Manual""","""F""","""S""",1,3,3,3,98505
13913,,"""Angela""","""Rogers""","""7065 Rock Creek Way""","""Berkeley""","""California""","""United States""","""94704""","""997-555-0117""",9/18/1965,"""Bachelors ""","""Skilled Manual""","""F""","""S""",1,1,4,4,115172
13914,,"""Abigail""","""Bell""","""7985 Center Street""","""Chula Vista""","""California""","""United States""","""91910""","""599-555-0155""",10/23/1964,"""Bachelors ""","""Professional""","""F""","""M""",0,1,0,0,48892
13915,,"""Allison""","""King""","""4620 Kane Circle""","""Glendale""","""California""","""United States""","""91203""","""199-555-0195""",10/21/1964,"""Bachelors ""","""Skilled Manual""","""F""","""S""",1,2,4,4,57352
13916,,"""Eduardo""","""Ward""","""9478 Rheem Dr.""","""Westminster""","""British Columbia""","""Canada""","""V3L 1H4""","""969-555-0186""",11/28/1964,"""Bachelors ""","""Skilled Manual""","""M""","""S""",0,2,4,4,51606
13917,,"""Samuel""","""Allen""","""3221 Mt. Washington Way""","""Novato""","""California""","""United States""","""94947""","""636-555-0112""",2/17/1964,"""Bachelors ""","""Skilled Manual""","""M""","""S""",0,2,4,4,60875
13918,,"""Armando""","""Blanco""","""4064 Regina Lane""","""Burnaby""","""British Columbia""","""Canada""","""V3J 6Z3""","""783-555-0163""",7/5/1964,"""Bachelors ""","""Skilled Manual""","""M""","""S""",1,3,4,4,66302
13920,,"""Amanda""","""Rogers""","""217 Ram Circle""","""Sooke""","""British Columbia""","""Canada""","""V0""","""965-555-0154""",3/21/1964,"""Bachelors ""","""Skilled Manual""","""F""","""S""",1,2,2,4,51125
13921,,"""Joseph""","""Jones""","""5666 Hazelnut Lane""","""Concord""","""California""","""United States""","""94519""","""754-555-0194""",5/11/1963,"""Bachelors ""","""Professional""","""M""","""M""",1,2,2,4,94140
13922,,"""Jackson""","""Foster""","""4405 Grant Street""","""Salem""","""Oregon""","""United States""","""97301""","""735-555-0115""",5/7/1963,"""Bachelors ""","""Professional""","""M""","""M""",1,2,2,4,104567
13923,,"""Steven""","""Howard""","""1546 Cinnabar St.""","""Grossmont""","""California""","""United States""","""91941""","""544-555-0167""",3/25/1968,"""Bachelors ""","""Professional""","""M""","""S""",0,1,0,0,97105
13924,,"""Hannah""","""Hall""","""1562 Petarct""","""San Diego""","""California""","""United States""","""92102""","""762-555-0116""",3/13/1968,"""Bachelors ""","""Professional""","""F""","""S""",1,1,0,0,94993
13925,,"""Wyatt""","""Barnes""","""1211 Sherry Circle""","""Redwood City""","""California""","""United States""","""94063""","""358-555-0164""",10/12/1963,"""Bachelors ""","""Professional""","""M""","""S""",1,1,0,0,106720
13926,,"""Dalton""","""Hill""","""1679 V. Street""","""Ballard""","""Washington""","""United States""","""98107""","""626-555-0195""",7/24/1963,"""Bachelors ""","""Professional""","""M""","""S""",0,1,0,0,92328
13927,,"""Gabriel""","""Gonzales""","""220 N Ridgewood Drive""","""Bellflower""","""California""","""United States""","""90706""","""622-555-0136""",12/8/1963,"""Bachelors ""","""Professional""","""M""","""S""",0,1,0,0,106330
13928,,"""Nathaniel""","""Morris""","""2117 Mt Whitney""","""Tacoma""","""Washington""","""United States""","""98403""","""134-555-0146""",7/22/1963,"""Graduate Degree""","""Professional""","""M""","""M""",1,0,2,3,104936
13929,,"""Robert""","""Hayes""","""9620 Fallbrook Road""","""Lake Oswego""","""Oregon""","""United States""","""97034""","""117-555-0135""",3/6/1962,"""High School""","""Skilled Manual""","""M""","""S""",1,2,2,3,61643
13931,,"""Luke""","""Hernandez""","""5749 Elkwood Dr.""","""Redmond""","""Washington""","""United States""","""98052""","""367-555-0120""",7/5/1962,"""Partial College""","""Skilled Manual""","""M""","""M""",1,1,0,1,102648
13933,,"""Isabella""","""Richardson""","""7413 Alpine Drive""","""Torrance""","""California""","""United States""","""90505""","""910-555-0166""",6/12/1961,"""Partial College""","""Skilled Manual""","""F""","""M""",1,1,0,1,68889
13934,,"""Luis""","""Young""","""7245 Freya Way""","""Issaquah""","""Washington""","""United States""","""98027""","""831-555-0128""",4/19/1960,"""High School""","""Skilled Manual""","""M""","""M""",1,2,2,4,37748
13935,,"""Kimberly""","""Sanchez""","""4678 Cardinal Dr.""","""Oakland""","""California""","""United States""","""94611""","""111-555-0123""",12/24/1960,"""High School""","""Skilled Manual""","""F""","""M""",1,2,2,4,33709
13936,,"""Nathan""","""Wilson""","""1099 C Street""","""Langley""","""British Columbia""","""Canada""","""V3A 4R2""","""604-555-0191""",7/12/1967,"""Partial College""","""Skilled Manual""","""M""","""M""",0,1,0,0,92544
13937,,"""Victoria""","""Ware""","""6353 Dan Ysidro Court""","""Milwaukie""","""Oregon""","""United States""","""97222""","""630-555-0131""",9/24/1967,"""Partial College""","""Skilled Manual""","""F""","""S""",1,1,0,0,66763
13938,,"""Alejandro""","""Cai""","""6905 Camino Ricardo""","""Bellflower""","""California""","""United States""","""90706""","""991-555-0152""",8/7/1967,"""Graduate Degree""","""Professional""","""M""","""M""",0,1,0,0,121159
13939,,"""Eduardo""","""Ramirez""","""352 Margo Dr.""","""Burbank""","""California""","""United States""","""91502""","""552-555-0158""",3/20/1967,"""Graduate Degree""","""Professional""","""M""","""S""",0,1,0,0,126340
13940,,"""Emma""","""Simmons""","""5386 Salvio St.""","""Long Beach""","""California""","""United States""","""90802""","""129-555-0131""",8/17/1967,"""Graduate Degree""","""Professional""","""F""","""S""",0,1,0,0,84568
13941,,"""Brittany""","""Hayes""","""8833 San Gabriel Dr""","""Port Hammond""","""British Columbia""","""Canada""","""V6B 3P7""","""651-555-0169""",11/28/1960,"""Partial College""","""Skilled Manual""","""F""","""M""",1,1,0,1,73756
13942,,"""Seth""","""Long""","""3761 N. 14th St""","""Downey""","""California""","""United States""","""90241""","""752-555-0163""",4/8/1960,"""Partial College""","""Skilled Manual""","""M""","""M""",1,1,0,1,84102
13943,,"""Kelly""","""Bryant""","""9037 Saddlehill Lane""","""Los Angeles""","""California""","""United States""","""90012""","""863-555-0114""",10/3/1960,"""Partial College""","""Skilled Manual""","""F""","""M""",1,1,0,1,65947
13944,,"""Andrew""","""Moore""","""3241 Brock Lane""","""Newton""","""British Columbia""","""Canada""","""V2M1S6""","""199-555-0147""",8/1/1960,"""Partial College""","""Skilled Manual""","""M""","""M""",1,1,0,1,106987
13945,,"""Yolanda""","""Luo""","""105 Woodruff Ln.""","""Bellingham""","""Washington""","""United States""","""98225""","""943-555-0155""",8/14/1960,"""Partial College""","""Skilled Manual""","""F""","""M""",1,1,0,1,77179
13946,,"""Jason""","""Powell""","""6344 Dartmouth Way""","""Portland""","""Oregon""","""United States""","""97205""","""881-555-0188""",7/26/1959,"""Bachelors ""","""Professional""","""M""","""M""",1,0,3,4,112941
13947,,"""Megan""","""Hughes""","""7469 Paraiso Ct.""","""Oregon City""","""Oregon""","""United States""","""97045""","""148-555-0186""",11/15/1959,"""Graduate Degree""","""Professional""","""F""","""M""",1,1,0,1,100966
13948,,"""Susan""","""Ma""","""4401 Keller Ridge Dr.""","""Berkeley""","""California""","""United States""","""94704""","""423-555-0117""",3/1/1959,"""Graduate Degree""","""Professional""","""F""","""S""",1,0,0,2,131787
13949,,"""Dwayne""","""Ramos""","""9836 Hanson Lane""","""Berkeley""","""California""","""United States""","""94704""","""851-555-0139""",9/13/1959,"""Graduate Degree""","""Professional""","""M""","""M""",1,0,0,2,144197
13951,,"""Dylan""","""Hughes""","""1268 Holiday Hills Drive""","""Spokane""","""Washington""","""United States""","""99202""","""798-555-0137""",10/6/1929,"""Graduate Degree""","""Management""","""M""","""S""",1,1,0,1,113620
13952,,"""Franklin""","""Ye""","""1796 Westbury Dr.""","""Melton""","""Victoria""","""Australia""","""3337""","""1 (11) 500 555-0139""",7/9/1969,"""Graduate Degree""","""Management""","""M""","""M""",1,0,0,1,160333
13954,,"""Eddie""","""Ramos""","""6093 Midway Ct.""","""Hawthorne""","""Queensland""","""Australia""","""4171""","""1 (11) 500 555-0156""",3/23/1968,"""Bachelors ""","""Professional""","""M""","""M""",1,1,2,2,102064
13955,,"""Andres""","""Raji""","""8595 Central Avenue""","""Wollongong""","""New South Wales""","""Australia""","""2500""","""1 (11) 500 555-0160""",2/8/1970,"""Bachelors ""","""Professional""","""M""","""M""",1,0,0,2,130910
13957,,"""Meredith""","""Munoz""","""5592 Eagle Peak Ave.""","""Caloundra""","""Queensland""","""Australia""","""4551""","""1 (11) 500 555-0122""",11/28/1967,"""Bachelors ""","""Professional""","""F""","""S""",1,1,2,2,77521
13958,,"""Diane""","""Martin""","""3534 Marvelle Ln.""","""Warrnambool""","""Victoria""","""Australia""","""3280""","""1 (11) 500 555-0157""",10/15/1967,"""Bachelors ""","""Professional""","""F""","""M""",1,3,5,5,86069
13959,,"""Ebony""","""Carlson""","""1387 Dias Circle""","""Melton""","""Victoria""","""Australia""","""3337""","""1 (11) 500 555-0113""",5/23/1969,"""Graduate Degree""","""Management""","""F""","""M""",1,0,0,1,162650
13961,,"""Shawna""","""Raji""","""2850 D Bel Air Dr""","""Sunbury""","""Victoria""","""Australia""","""3429""","""1 (11) 500 555-0184""",5/8/1966,"""Graduate Degree""","""Management""","""F""","""M""",1,3,5,5,98601
13962,,"""Dawn""","""Li""","""1931 Eagle Way""","""Springwood""","""New South Wales""","""Australia""","""2777""","""1 (11) 500 555-0115""",5/9/1966,"""Graduate Degree""","""Management""","""F""","""M""",1,3,5,5,108553
13963,,"""Veronica""","""Patel""","""3909 Lavetta Way""","""Hobart""","""Tasmania""","""Australia""","""7001""","""1 (11) 500 555-0111""",11/28/1966,"""Graduate Degree""","""Management""","""F""","""M""",1,3,5,5,116114
13964,,"""Jasmine""","""Lewis""","""9679 Shakespeare Dr.""","""Sydney""","""New South Wales""","""Australia""","""1002""","""1 (11) 500 555-0185""",2/18/1966,"""Bachelors ""","""Professional""","""F""","""S""",0,0,0,0,114183
13965,,"""Barry""","""Sara""","""8826 D Anchor""","""Hervey Bay""","""Queensland""","""Australia""","""4655""","""1 (11) 500 555-0114""",2/26/1966,"""Bachelors ""","""Professional""","""M""","""M""",1,0,0,0,124662
13967,,"""Glenn""","""Zhang""","""3877 Edward Ave.""","""Warrnambool""","""Victoria""","""Australia""","""3280""","""1 (11) 500 555-0152""",1/23/1965,"""Bachelors ""","""Professional""","""M""","""S""",1,1,3,3,106604
13968,,"""Lydia""","""Sai""","""5033 Kentucky Dr.""","""St. Leonards""","""New South Wales""","""Australia""","""2065""","""1 (11) 500 555-0176""",4/25/1965,"""Bachelors ""","""Professional""","""F""","""S""",0,1,3,3,80464
13969,,"""Roy""","""Martinez""","""4645 Mehaffey Way""","""Gold Coast""","""Queensland""","""Australia""","""4217""","""1 (11) 500 555-0169""",2/11/1968,"""Bachelors ""","""Professional""","""M""","""S""",0,1,0,0,118609
13970,,"""Pedro""","""Rana""","""3824 Birch Bark Rd""","""Hawthorne""","""Queensland""","""Australia""","""4171""","""1 (11) 500 555-0115""",4/17/1968,"""Bachelors ""","""Professional""","""M""","""S""",0,1,0,0,100691
13971,,"""Bianca""","""Zhao""","""4348 Lilac Circle""","""Hervey Bay""","""Queensland""","""Australia""","""4655""","""1 (11) 500 555-0184""",6/7/1968,"""Bachelors ""","""Professional""","""F""","""S""",1,1,0,0,88733
13972,,"""Eugene""","""Liang""","""2067 Black Point Pl""","""Perth""","""South Australia""","""Australia""","""6006""","""1 (11) 500 555-0194""",4/2/1965,"""Bachelors ""","""Professional""","""M""","""S""",0,1,0,0,101709
13973,,"""Bethany""","""Shan""","""8751 Upland Dr.""","""Cloverdale""","""South Australia""","""Australia""","""6105""","""1 (11) 500 555-0162""",6/2/1964,"""Bachelors ""","""Professional""","""F""","""S""",1,2,3,3,84555
